"2016-03-15T:08:23:34.137Z, ""load"", ""https://www.google.be/search?q=toledo&ie=utf-8&oe=utf-8&gws_rd=cr&ei=lgP1VuaWMefKygPAtol4"", """""
"2016-03-15T:11:02:37.812Z, ""beforeunload"", ""https://www.google.be/search?q=asml+leuven&ie=utf-8&oe=utf-8&gws_rd=cr&ei=JhX1VuDzFKSiyAPiqIboCQ"", """""
"2016-03-15T:11:02:38.148Z, ""load"", ""http://www.leuveninc.com/event/36/3126/ASML_and_imec_launch_Advanced_Patterning_Center/"", """""
"2016-03-15T:11:02:41.973Z, ""beforeunload"", ""http://www.leuveninc.com/event/36/3126/ASML_and_imec_launch_Advanced_Patterning_Center/"", """""
"2016-03-15T:11:02:42.186Z, ""load"", ""https://www.google.be/search?q=asml+leuven&ie=utf-8&oe=utf-8&gws_rd=cr&ei=JhX1VuDzFKSiyAPiqIboCQ"", """""
"2016-03-15T:11:02:45.184Z, ""polling"", ""https://www.google.be/search?q=asml+leuven&ie=utf-8&oe=utf-8&gws_rd=cr&ei=JhX1VuDzFKSiyAPiqIboCQ#q=asml"", """""
"2016-03-15T:11:02:47.382Z, ""click"", ""https://www.google.be/search?q=asml+leuven&ie=utf-8&oe=utf-8&gws_rd=cr&ei=JhX1VuDzFKSiyAPiqIboCQ#q=asml"", ""https://www.google.be/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwi17rTX0tvLAhWJ8nIKHTxsCgMQFgguMAA&url=https%3A%2F%2Fwww.asml.com%2F&usg=AFQjCNG3_QaWAh1LxHlbRXUHudGzjJOspw&bvm=bv.117868183,d.bGQ"""
"2016-03-15T:11:02:47.453Z, ""beforeunload"", ""https://www.google.be/search?q=asml+leuven&ie=utf-8&oe=utf-8&gws_rd=cr&ei=JhX1VuDzFKSiyAPiqIboCQ#q=asml"", """""
"2016-03-15T:11:02:47.857Z, ""load"", ""https://www.asml.com/"", """""
"2016-03-15T:11:02:47.872Z, ""beforeunload"", ""https://www.asml.com/"", """""
"2016-03-15T:11:02:48.948Z, ""load"", ""https://www.asml.com/asml/show.do?ctx=427"", """""
"2016-03-15T:11:03:02.162Z, ""click"", ""https://www.asml.com/asml/show.do?ctx=427"", ""https://www.asml.com/asml/show.do?ctx=427#nogo"""
"2016-03-15T:11:03:03.056Z, ""click"", ""https://www.asml.com/asml/show.do?ctx=427"", ""https://www.asml.com/asml/show.do?ctx=427#nogo"""
"2016-03-15T:11:03:03.854Z, ""click"", ""https://www.asml.com/asml/show.do?ctx=427"", ""https://www.asml.com/asml/show.do?ctx=427"""
"2016-03-15T:11:03:03.861Z, ""beforeunload"", ""https://www.asml.com/asml/show.do?ctx=427"", """""
"2016-03-15T:11:03:04.198Z, ""load"", ""https://www.asml.com/asml/show.do?ctx=427"", """""
"2016-03-15T:11:03:09.161Z, ""beforeunload"", ""https://www.asml.com/asml/show.do?ctx=427"", """""
"2016-03-15T:11:03:28.218Z, ""click"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDIyMjUsImV4cCI6MTQ1ODkwNTgyNSwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtYjhhNi0wMTgwMDcwMDAwMmIiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UGFzc3dvcmRQcm90ZWN0ZWRUcmFuc3BvcnQiLCJhdXRoX3RpbWUiOiIyMDE2LTAzLTI1VDEwOjM3OjA1LjA1NVoiLCJ2ZXIiOiIxLjAifQ.cCpFibuVgxlmHzFaGGIDXYhy3JyPaxDccoyTotUlRbrMzbAtMSMhJ3jwObQ-4bz3I6Ro2H6Hg77psWB4-SMDZhoSG6vcuc3kOGw3fhtRVld9sDmP-o4tRU5PW-pZWK0p0Bdq7Tc3cGbRUz54AjXRYPWU42Vjgosi9p6Khf2cScBPMT3p1JwuC05bJD1JisQ5QHoMRRia9XQ3gSttElm1aGArPHu07Zhxtid1kMjHyZaHR4Ve6sm2Uu-R2j8fs9KNNiN5ZwjLCbHPrygq5pPGdhFjo00RQtYLgMvvPWsrB0cvtXjnTfWnhHmldfvNtGCEPsf-oD_DxaPHPs25MDIxaA#path=/mail"", ""http://www.kuleuven.be/duurzaamheid/formulieren/duurzaamheidsdag2016"""
"2016-03-15T:11:03:30.053Z, ""load"", ""http://www.kuleuven.be/duurzaamheid/formulieren/duurzaamheidsdag2016"", """""
"2016-03-15T:11:03:44.356Z, ""beforeunload"", ""http://www.kuleuven.be/duurzaamheid/formulieren/duurzaamheidsdag2016"", """""
"2016-03-15T:11:03:48.926Z, ""click"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDIyMjUsImV4cCI6MTQ1ODkwNTgyNSwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtYjhhNi0wMTgwMDcwMDAwMmIiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UGFzc3dvcmRQcm90ZWN0ZWRUcmFuc3BvcnQiLCJhdXRoX3RpbWUiOiIyMDE2LTAzLTI1VDEwOjM3OjA1LjA1NVoiLCJ2ZXIiOiIxLjAifQ.cCpFibuVgxlmHzFaGGIDXYhy3JyPaxDccoyTotUlRbrMzbAtMSMhJ3jwObQ-4bz3I6Ro2H6Hg77psWB4-SMDZhoSG6vcuc3kOGw3fhtRVld9sDmP-o4tRU5PW-pZWK0p0Bdq7Tc3cGbRUz54AjXRYPWU42Vjgosi9p6Khf2cScBPMT3p1JwuC05bJD1JisQ5QHoMRRia9XQ3gSttElm1aGArPHu07Zhxtid1kMjHyZaHR4Ve6sm2Uu-R2j8fs9KNNiN5ZwjLCbHPrygq5pPGdhFjo00RQtYLgMvvPWsrB0cvtXjnTfWnhHmldfvNtGCEPsf-oD_DxaPHPs25MDIxaA#path=/mail"", ""http://www.kuleuven.be/studentenvoorzieningen/arbeidsmarkt/student/programma_solliciteerweek"""
"2016-03-15T:11:03:50.436Z, ""load"", ""http://www.kuleuven.be/studentenvoorzieningen/arbeidsmarkt/student/programma_solliciteerweek"", """""
"2016-03-15T:11:03:56.421Z, ""beforeunload"", ""http://www.kuleuven.be/studentenvoorzieningen/arbeidsmarkt/student/programma_solliciteerweek"", """""
"2016-03-15T:11:04:01.966Z, ""click"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDIyMjUsImV4cCI6MTQ1ODkwNTgyNSwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtYjhhNi0wMTgwMDcwMDAwMmIiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UGFzc3dvcmRQcm90ZWN0ZWRUcmFuc3BvcnQiLCJhdXRoX3RpbWUiOiIyMDE2LTAzLTI1VDEwOjM3OjA1LjA1NVoiLCJ2ZXIiOiIxLjAifQ.cCpFibuVgxlmHzFaGGIDXYhy3JyPaxDccoyTotUlRbrMzbAtMSMhJ3jwObQ-4bz3I6Ro2H6Hg77psWB4-SMDZhoSG6vcuc3kOGw3fhtRVld9sDmP-o4tRU5PW-pZWK0p0Bdq7Tc3cGbRUz54AjXRYPWU42Vjgosi9p6Khf2cScBPMT3p1JwuC05bJD1JisQ5QHoMRRia9XQ3gSttElm1aGArPHu07Zhxtid1kMjHyZaHR4Ve6sm2Uu-R2j8fs9KNNiN5ZwjLCbHPrygq5pPGdhFjo00RQtYLgMvvPWsrB0cvtXjnTfWnhHmldfvNtGCEPsf-oD_DxaPHPs25MDIxaA#path=/mail"", ""http://www.reconfirm.eu/nl"""
"2016-03-15T:11:04:02.486Z, ""load"", ""http://www.reconfirm.eu/nl/"", """""
"2016-03-15T:11:04:08.403Z, ""click"", ""http://www.reconfirm.eu/nl/"", ""http://www.reconfirm.eu/nl/stage-in-het-buitenland/"""
"2016-03-15T:11:04:08.793Z, ""load"", ""http://www.reconfirm.eu/nl/stage-in-het-buitenland/"", """""
"2016-03-15T:11:04:24.428Z, ""click"", ""http://www.reconfirm.eu/nl/stage-in-het-buitenland/"", ""https://www.service4mobility.com/internship/BewerbungServlet?identifier=RECONFIRM&kz_bew_art=OUT&kz_bew_pers=S&aust_prog=SMP&studj_id=509&inst_id_heim_child=91076"""
"2016-03-15T:11:04:24.431Z, ""beforeunload"", ""http://www.reconfirm.eu/nl/stage-in-het-buitenland/"", """""
"2016-03-15T:11:04:25.423Z, ""load"", ""https://www.service4mobility.com/internship/BewerbungServlet?identifier=RECONFIRM&kz_bew_art=OUT&kz_bew_pers=S&aust_prog=SMP&studj_id=509&inst_id_heim_child=91076"", """""
"2016-03-15T:11:04:43.916Z, ""beforeunload"", ""https://www.service4mobility.com/internship/BewerbungServlet?identifier=RECONFIRM&kz_bew_art=OUT&kz_bew_pers=S&aust_prog=SMP&studj_id=509&inst_id_heim_child=91076"", """""
"2016-03-15T:11:04:44.940Z, ""beforeunload"", ""http://www.reconfirm.eu/nl/"", """""
"2016-03-15T:11:04:50.028Z, ""beforeunload"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDIyMjUsImV4cCI6MTQ1ODkwNTgyNSwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtYjhhNi0wMTgwMDcwMDAwMmIiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UGFzc3dvcmRQcm90ZWN0ZWRUcmFuc3BvcnQiLCJhdXRoX3RpbWUiOiIyMDE2LTAzLTI1VDEwOjM3OjA1LjA1NVoiLCJ2ZXIiOiIxLjAifQ.cCpFibuVgxlmHzFaGGIDXYhy3JyPaxDccoyTotUlRbrMzbAtMSMhJ3jwObQ-4bz3I6Ro2H6Hg77psWB4-SMDZhoSG6vcuc3kOGw3fhtRVld9sDmP-o4tRU5PW-pZWK0p0Bdq7Tc3cGbRUz54AjXRYPWU42Vjgosi9p6Khf2cScBPMT3p1JwuC05bJD1JisQ5QHoMRRia9XQ3gSttElm1aGArPHu07Zhxtid1kMjHyZaHR4Ve6sm2Uu-R2j8fs9KNNiN5ZwjLCbHPrygq5pPGdhFjo00RQtYLgMvvPWsrB0cvtXjnTfWnhHmldfvNtGCEPsf-oD_DxaPHPs25MDIxaA#path=/mail"", """""
"2016-03-15T:11:12:39.770Z, ""load"", ""https://www.google.be/search?q=kuleuven+webmail&ie=utf-8&oe=utf-8&gws_rd=cr&ei=mBb1VsPwBuvJ6ATJxIt4"", """""
"2016-03-15T:11:12:40.846Z, ""click"", ""https://www.google.be/search?q=kuleuven+webmail&ie=utf-8&oe=utf-8&gws_rd=cr&ei=mBb1VsPwBuvJ6ATJxIt4"", ""https://www.google.be/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwing5OA1NvLAhUIz3IKHbdQDSQQFggoMAA&url=https%3A%2F%2Fwebmail.kuleuven.be%2F&usg=AFQjCNFf1TKH8WxLDUdTOsLNAYeW58n7Jg"""
"2016-03-15T:11:12:40.931Z, ""beforeunload"", ""https://www.google.be/search?q=kuleuven+webmail&ie=utf-8&oe=utf-8&gws_rd=cr&ei=mBb1VsPwBuvJ6ATJxIt4"", """""
"2016-03-15T:11:12:41.439Z, ""load"", ""https://webmail.kuleuven.be/"", """""
"2016-03-15T:11:12:42.941Z, ""click"", ""https://webmail.kuleuven.be/"", ""https://owa.student.kuleuven.be/"""
"2016-03-15T:11:12:42.943Z, ""beforeunload"", ""https://webmail.kuleuven.be/"", """""
"2016-03-15T:11:12:43.475Z, ""load"", ""https://idp.kuleuven.be/idp/profile/SAML2/Redirect/SSO"", """""
"2016-03-15T:11:12:45.422Z, ""load"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDI2ODQsImV4cCI6MTQ1ODkwNjI4NCwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtMzQ1MS0wMDgwMDcwODAwZjkiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UHJldmlvdXNTZXNzaW9uIiwiYXV0aF90aW1lIjoiMjAxNi0wMy0yNVQxMDo0NDo0NC41MjNaIiwidmVyIjoiMS4wIn0.XiamwmbQadhcFib3MDoK-Wi4xyndj1Yp50NwUMz4KW5EYOxSb7Psf8BShspiPhiFxgNVwV_uoOanUXljC0r8dEIMOjHMa8QkozuDw71RGWCWf73iD3qGe4D_hXj1aYXELb4sXnpeqtHb0vkHjcneKr8iN6dAPz8MmhH72oGQP1iOfzO8mwuwNviGA1ehgKulsDlxZa6FHSp0v32bjXaz1WFn-2LIu_9gJnQPJVltLm9_2N7E-Tfqxu0Dd0TVV-lxU8xHsYvU6N1AX26zi77fPlE1zH35nBFyymd64r4fKi8QTmD4SzDQFLUhZJkxRMWPLuNkT8vW6Vt99NjcNSoy_Q#path=/mail"", """""
"2016-03-15T:11:12:43.480Z, ""beforeunload"", ""https://idp.kuleuven.be/idp/profile/SAML2/Redirect/SSO"", """""
"2016-03-15T:11:13:26.831Z, ""beforeunload"", ""https://owa.student.kuleuven.be/owa/?authToken=eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsIng1dCI6IjYwd19nR3FhNjBtV3NOSlYxZnlaY3RpVWlacyJ9.eyJhdWQiOiJ1cm46QXBwUHJveHk6Y29tIiwiaXNzIjoiaHR0cDovL2ZzLmt1bGV1dmVuLmJlL2FkZnMvc2VydmljZXMvdHJ1c3QiLCJpYXQiOjE0NTg5MDI2ODQsImV4cCI6MTQ1ODkwNjI4NCwicmVseWluZ3BhcnR5dHJ1c3RpZCI6IjcxMGYyMGRmLWQyMmEtZTUxMS04MGMyLTAwNTA1Njk0NjVlMyIsInVwbiI6InIwNTg4MjU4QGt1bGV1dmVuLmJlIiwiY2xpZW50cmVxaWQiOiIwMDAwMDAwMC0wMDAwLTAwMDAtMzQ1MS0wMDgwMDcwODAwZjkiLCJhdXRobWV0aG9kIjoidXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOmFjOmNsYXNzZXM6UHJldmlvdXNTZXNzaW9uIiwiYXV0aF90aW1lIjoiMjAxNi0wMy0yNVQxMDo0NDo0NC41MjNaIiwidmVyIjoiMS4wIn0.XiamwmbQadhcFib3MDoK-Wi4xyndj1Yp50NwUMz4KW5EYOxSb7Psf8BShspiPhiFxgNVwV_uoOanUXljC0r8dEIMOjHMa8QkozuDw71RGWCWf73iD3qGe4D_hXj1aYXELb4sXnpeqtHb0vkHjcneKr8iN6dAPz8MmhH72oGQP1iOfzO8mwuwNviGA1ehgKulsDlxZa6FHSp0v32bjXaz1WFn-2LIu_9gJnQPJVltLm9_2N7E-Tfqxu0Dd0TVV-lxU8xHsYvU6N1AX26zi77fPlE1zH35nBFyymd64r4fKi8QTmD4SzDQFLUhZJkxRMWPLuNkT8vW6Vt99NjcNSoy_Q#path=/mail"", """""
